"","Date","eur_close","MNB","ECB","mean_kinfo","mean_matolcsy","mean_nagy","mean_varga","max_kinfo","max_matolcsy","max_nagy","max_varga","eurczk","eurpln","eurron","cetop","FED","BUX"
"463",2020-03-10,335.313,0.009,0,0,0,0,0,0,0,0,0,25.5816993713379,4.3276801109314,4.81720018386841,1739.52323927311,0.0125,38380.597475
"464",2020-03-11,334.642,0.009,0,0,0,0,0,0,0,0,0,25.6086006164551,4.3035101890564,4.8189001083374,1654.41437581803,0.0125,36536.238862
"465",2020-03-12,336.459,0.009,0,0,0,0,0,0,0,0,0,25.7639999389648,4.32571983337402,4.81769990921021,1458.92849899448,0.0125,32317.889028
"466",2020-03-13,337.679,0.009,0,0,0,0,0,0,0,0,0,26.1966991424561,4.3755898475647,4.8225998878479,1515.22491124375,0.0125,34189.085557
"467",2020-03-16,338.076,0.009,0,0,-0.194089078443343,0,0,0,-0.194089078443343,0,0,26.2311000823975,4.36888980865479,4.82149982452393,1411.76913626343,0.0125,32304.479517
"468",2020-03-17,344.17,0.009,0,0,0,0,0,0,0,0,0,27.2492008209229,4.43573999404907,4.83029985427856,1419.90984371664,0.0125,31525.596597
"469",2020-03-18,346.791,0.009,0,0,0,0,0,0,0,0,0,27.1077995300293,4.46553993225098,4.84499979019165,1332.93168031104,0.0125,29464.277524
"470",2020-03-19,352.751,0.009,0,0,0,0,0,0,0,0,0,27.6112003326416,4.49123001098633,4.85279989242554,1368.18735709361,0.0125,29494.190903
"471",2020-03-20,356.69,0.009,0,0,0,0,0,0,0,0,0,27.7353000640869,4.55590009689331,4.84490013122559,1416.41037930328,0.0125,30959.939711
"472",2020-03-23,349.597,0.009,0,0,0,0,0,0,0,0,0,27.2143993377686,4.50063991546631,4.8484001159668,1360.36944794711,0.0125,30848.560643
"473",2020-03-24,350.532,0.009,0,0,0,0,0,0,0,0,0,27.7586002349854,4.59987020492554,4.84749984741211,1437.40101690914,0.0125,32614.555735
"474",2020-03-25,354.224,0.009,0,0,0,-0.244048755893195,0,0,0,-0.244048755893195,0,27.6802005767822,4.60499000549316,4.83890008926392,1453.30905707275,0.0025,32690.449135
"475",2020-03-26,352.132,0.009,0,0,0,0,0,0,0,0,0,27.3684997558594,4.56290006637573,4.83249998092651,1479.75095071615,0.0025,32994.296642
"476",2020-03-27,354.851,0.009,0,0,0,0,0,0,0,0,0,27.154899597168,4.51122999191284,4.83249998092651,1451.1433215466,0.0025,32065.139321
"477",2020-03-29,356.438,0.009,0,0,0,0,0,0,0,0,0,27.2982006072998,4.53261995315552,4.83489990234375,1451.1433215466,0.0025,32065.139321
"478",2020-03-30,358.166,0.009,0,0,0,0,0,0,0,0,0,27.2896003723145,4.541100025177,4.82789993286133,1419.90984371664,0.0025,31985.325977
"479",2020-03-31,360.644,0.009,0,0,0,0,0,0,0,0,0,27.3302993774414,4.55295991897583,4.82889986038208,1478.33476596624,0.0025,33134.867342
"480",2020-04-01,362.666,0.009,0,0,0,0,0,0,0,0,0,27.4733009338379,4.59562015533447,4.82870006561279,1438.69476386504,0.0025,32361.344351
"481",2020-04-02,362.921,0.009,0,0,0,0,0,0,0,0,0,27.5301990509033,4.5644998550415,4.83109998703003,1450.20433371021,0.0025,32591.950032
"482",2020-04-05,364.624,0.009,0,0,0,0,0,0,0,0,0,27.6282005310059,4.58493995666504,4.82880020141602,1450.20433371021,0.0025,32591.950032
"483",2020-04-06,363.078,0.009,0,0,0,0,0,0,0,0,0,27.5590000152588,4.5605001449585,4.82810020446777,1502.85966416293,0.0025,32858.747962
"484",2020-04-07,357.337,0.009,0,0,3.82392997427161e-05,0,-0.00066861765299108,0,3.82392997427161e-05,0,-0.00066861765299108,27.1140995025635,4.52256011962891,4.8302001953125,1538.19573305864,0.0025,32715.704135
"485",2020-04-08,357.832,0.009,0,0,0,0,0,0,0,0,0,27.103099822998,4.52880001068115,4.83150005340576,1525.62924847468,0.0025,32863.792053
"486",2020-04-09,352.442,0.009,0,0,0,0,0,0,0,0,0,26.9827995300293,4.5453200340271,4.83190011978149,1565.77323810914,0.0025,33761.865811
"487",2020-04-12,352.593,0.009,0,0,0,0,0,0,0,0,0,26.8642997741699,4.54894018173218,4.83050012588501,1565.77323810914,0.0025,33761.865811
"488",2020-04-13,352.936,0.009,0,0,0,0,0,0,0,0,0,26.843599319458,4.54040002822876,4.82829999923706,1565.77323810914,0.0025,33761.865811
"489",2020-04-14,351.349,0.009,0,0,0,0,0,0,0,0,0,26.8080005645752,4.51870012283325,4.83129978179932,1609.72034611754,0.0025,34468.9038
"490",2020-04-15,351.455,0.009,0,0,0,0,0,0,0,0,0,26.9993991851807,4.53719997406006,4.83169984817505,1543.87955259265,0.0025,32710.553054
"491",2020-04-16,350.702,0.009,0,0,0,0,0,0,0,0,0,27.0993003845215,4.52930021286011,4.83629989624023,1543.60496415268,0.0025,32217.990795
"492",2020-04-19,351.964,0.009,0,0,0,0,0,0,0,0,0,27.1630001068115,4.51374006271362,4.83629989624023,1543.60496415268,0.0025,32217.990795
"493",2020-04-20,352.096,0.009,0,0,0,0,0,0,0,0,0,27.3488006591797,4.52150011062622,4.83629989624023,1567.20486773259,0.0025,32927.46867
"494",2020-04-21,353.193,0.009,0,0,0,0,0,0,0,0,0,27.4839992523193,4.53162002563477,4.83570003509521,1512.55499248953,0.0025,31582.312223
"495",2020-04-22,356.552,0.009,0,0,0,0,0,0,0,0,0,27.5566005706787,4.54890012741089,4.83780002593994,1527.39654859276,0.0025,32328.273778
"496",2020-04-23,356.911,0.009,0,0,0,0,0,0,0,0,0,27.4904003143311,4.54090023040771,4.84110021591187,1553.2656049274,0.0025,32805.495823
"497",2020-04-26,355.536,0.009,0,0,0,0,0,0,0,0,0,27.1707992553711,4.53679990768433,4.83769989013672,1553.2656049274,0.0025,32805.495823
"498",2020-04-27,354.637,0.009,0,0,0,0,0,0,0,0,0,27.2639007568359,4.53529977798462,4.83900022506714,1557.05926720338,0.0025,33196.845484
"499",2020-04-28,357.116,0.009,0,0,0,0,0,0,0,0,0,27.1667995452881,4.5479998588562,4.84130001068115,1571.11073092819,0.0025,33808.220079
"500",2020-04-29,353.876,0.009,0,0,0,0,0,0,0,0,0,27.0888004302979,4.54619979858398,4.84070014953613,1616.21254988506,0.0025,34815.091146
"501",2020-04-30,352.172,0.009,0,0,0,0,0,0,0,0,0,27.0590991973877,4.53923988342285,4.82299995422363,1607.34770385748,0.0025,35180.899653
"502",2020-05-03,352.357,0.009,0,0,0,0,0,0,0,0,0,27.2175006866455,4.56650018692017,4.82299995422363,1607.34770385748,0.0025,35180.899653
"503",2020-05-04,353.494,0.009,0,0,0,0,0,0,0,0,0,27.046199798584,4.54710006713867,4.82420015335083,1583.35521224312,0.0025,34576.837108
"504",2020-05-05,349.917,0.009,0,0,0,0,0,0,0,0,0,27.0156002044678,4.53660011291504,4.81860017776489,1597.27320230401,0.0025,34604.439636
"505",2020-05-06,350.38,0.009,0,0,0,0,0,0,0,0,0,27.093900680542,4.54834985733032,4.82509994506836,1579.81509216362,0.0025,34557.170666
"506",2020-05-07,350.4,0.009,0,0,0,0,0,0,0,0,0,27.2245006561279,4.54933977127075,4.8253002166748,1593.26775138372,0.0025,34613.570582
"507",2020-05-10,349.095,0.009,0,0,0.27957462812482,0,0,0,0.27957462812482,0,0,27.2355003356934,4.54626989364624,4.82630014419556,1593.26775138372,0.0025,34613.570582
"508",2020-05-11,349.795,0.009,0,0,0,0,0,0,0,0,0,27.480899810791,4.55569982528687,4.82709980010986,1603.12200693981,0.0025,34908.117834
"509",2020-05-12,350.768,0.009,0,0,0,0,0,0,0,0,0,27.4118995666504,4.56209993362427,4.82969999313354,1623.87007183971,0.0025,35143.127016
"510",2020-05-13,353.503,0.009,0,0,0,0,0,0,0,0,0,27.4356994628906,4.5657000541687,4.83239984512329,1598.74926505602,0.0025,34518.754422
"511",2020-05-14,353.745,0.009,0,0,0,0,0,0,0,0,0,27.5877990722656,4.55970001220703,4.83529996871948,1564.2200560126,0.0025,34144.567174
"512",2020-05-17,354.257,0.009,0,0,0,0,0,0,0,0,0,27.6233997344971,4.56489992141724,4.83809995651245,1564.2200560126,0.0025,34144.567174
"513",2020-05-18,352.595,0.009,0,0,0,0,0,0,0,0,0,27.6399993896484,4.55855989456177,4.83640003204346,1618.52873158838,0.0025,35307.506014
"514",2020-05-19,349.615,0.009,0,0,0,0,0,0,0,0,0,27.4577007293701,4.54317998886108,4.8390998840332,1619.11131347579,0.0025,35452.207026
"515",2020-05-20,349.391,0.009,0,0,0,0,0,0,0,0,0,27.3120002746582,4.53509998321533,4.83960008621216,1639.36734248254,0.0025,35635.523264
"516",2020-05-21,347.713,0.009,0,0,0,0,0,0,0,0,0,27.0881004333496,4.5128002166748,4.83890008926392,1639.15392873781,0.0025,35494.52294
"517",2020-05-24,349.81,0.009,0,0,0,0,0,0,0,0,0,27.3040008544922,4.51480007171631,4.84009981155396,1639.15392873781,0.0025,35494.52294
"518",2020-05-25,350.601,0.009,0,0,0,0,-0.0634621483124447,0,0,0,-0.0634621483124447,27.2169990539551,4.50019979476929,4.83920001983643,1643.69345138175,0.0025,35210.596929
"519",2020-05-26,347.414,0.009,0,0,0,0,0,0,0,0,0,27.0174007415771,4.43930006027222,4.84049987792969,1708.39297262653,0.0025,36085.774727
"520",2020-05-27,348.265,0.009,0,0,0,0,0,0,0,0,0,27.1098003387451,4.42750978469849,4.84000015258789,1711.5187774793,0.0025,36346.090399
"521",2020-05-28,349.362,0.009,0,0,0,0,0,0,0,0,0,26.9969997406006,4.45539999008179,4.84070014953613,1713.51050658398,0.0025,36340.47107
"522",2020-05-31,346.361,0.009,0,0,0,0,0,0,0,0,0,26.9144992828369,4.43275022506714,4.84240007400513,1713.51050658398,0.0025,36340.47107
"523",2020-06-01,344.532,0.009,0,0,0,0,0,0,0,0,0,26.729700088501,4.40161991119385,4.85580015182495,1713.51050658398,0.0025,36340.47107
"524",2020-06-02,345.457,0.009,0,0,0,0,0,0,0,0,0,26.5715007781982,4.38246011734009,4.82679986953735,1738.03275542229,0.0025,35967.410521
"525",2020-06-03,344.795,0.009,0,0,0,0,0,0,0,0,0,26.5960998535156,4.40608978271484,4.82690000534058,1767.74289495334,0.0025,37317.038847
"526",2020-06-04,344.367,0.009,0,0,0,0,0,0,0,0,0,26.6487007141113,4.43342018127441,4.83570003509521,1775.71095039042,0.0025,37260.063102
"527",2020-06-07,343.395,0.009,0,0,0,0,0,0,0,0,0,26.6026000976562,4.43179988861084,4.83319997787476,1775.71095039042,0.0025,37260.063102
"528",2020-06-08,343.473,0.009,0,0,0,0,0,0,0,0,0,26.559700012207,4.42225980758667,4.83599996566772,1813.98242211481,0.0025,38198.173685
"529",2020-06-09,343.956,0.009,0,0,0,0,0.0374520042259213,0,0,0,0.0374520042259213,26.5361003875732,4.43849992752075,4.82819986343384,1791.30213983639,0.0025,37962.2910134162
"530",2020-06-10,343.339,0.009,0,0,0,0,0,0,0,0,0,26.5639991760254,4.45408010482788,4.82789993286133,1783.39759350294,0.0025,37514.793167
"531",2020-06-11,345.629,0.009,0,0,0,0,0,0,0,0,0,26.7150001525879,4.47162008285522,4.832200050354,1742.98585643733,0.0025,36640.642425
"532",2020-06-14,346.534,0.009,0,0,0,0,0,0,0,0,0,26.7588996887207,4.44351005554199,4.82999992370605,1742.98585643733,0.0025,36640.642425
"533",2020-06-15,345.78,0.009,0,0,0,0,0,0,0,0,0,26.6399002075195,4.41352987289429,4.8326997756958,1724.65076439323,0.0025,37340.838867
"534",2020-06-16,345.101,0.009,0,0,0,0,0,0,0,0,0,26.5919990539551,4.44369983673096,4.83230018615723,1775.95716188791,0.0025,38060.733591
"535",2020-06-17,344.409,0.009,0,0,0,0,0,0,0,0,0,26.578800201416,4.46225023269653,4.83349990844727,1759.57852583299,0.0025,37767.717952
"536",2020-06-18,345.883,0.009,0,0,0,0,0,0,0,0,0,26.6587009429932,4.44780015945435,4.83860015869141,1753.18996543713,0.0025,37487.456955
"537",2020-06-21,345.753,0.009,0,0,0,0,0,0,0,0,0,26.645299911499,4.4665699005127,4.84009981155396,1753.18996543713,0.0025,37487.456955
"538",2020-06-22,346.728,0.009,0,0,0,0,0,0,0,0,0,26.6478996276855,4.43669986724854,4.83949995040894,1749.94313471563,0.0025,37193.114158
"539",2020-06-23,348.977,0.009,0,0,0,0,0,0,0,0,0,26.5960998535156,4.44398021697998,4.84009981155396,1771.23474065782,0.0025,37595.825301
"540",2020-06-24,351.432,0.0075,0,0,0,0,0,0,0,0,0,26.7169990539551,4.45580005645752,4.83720016479492,1738.51875129216,0.0025,37199.463047
"541",2020-06-25,353.686,0.0075,0,-0.00190152937429981,0,0,0,-0.00190152937429981,0,0,0,26.691499710083,4.45018005371094,4.83760023117065,1736.87027877755,0.0025,37001.937243
"542",2020-06-28,354.912,0.0075,0,0,0,0,0,0,0,0,0,26.7656993865967,4.46439981460571,4.83970022201538,1736.87027877755,0.0025,37001.937243
"543",2020-06-29,356.071,0.0075,0,0,0,0,0,0,0,0,0,26.7756996154785,4.45327997207642,4.84009981155396,1727.61204897847,0.0025,36517.168786
"544",2020-06-30,354.356,0.0075,0,0,0,0,0,0,0,0,0,26.6464996337891,4.44478988647461,4.83379983901978,1721.52915107244,0.0025,35817.882894
"545",2020-07-01,352.365,0.0075,0,0,0,0,0,0,0,0,0,26.5853996276855,4.47459983825684,4.83890008926392,1726.48308051759,0.0025,35394.543705
"546",2020-07-02,351.058,0.0075,0,0,0,0,0,0,0,0,0,26.5734996795654,4.46225023269653,4.83370018005371,1754.17027872033,0.0025,36222.581009
"547",2020-07-05,353.011,0.0075,0,0,0,0,0,0,0,0,0,26.6587009429932,4.46136999130249,4.83470010757446,1754.17027872033,0.0025,36222.581009
"548",2020-07-06,351.992,0.0075,0,0,0,0,0,0,0,0,0,26.6639995574951,4.46329021453857,4.83629989624023,1757.26685943846,0.0025,36489.418317
"549",2020-07-07,354.115,0.0075,0,0,0,0,0,0,0,0,0,26.7070007324219,4.47335004806519,4.83680009841919,1738.73828184226,0.0025,35747.705739
"550",2020-07-08,354.641,0.0075,0,0,0,0,0,0,0,0,0,26.6364994049072,4.47351980209351,4.83599996566772,1734.91710840458,0.0025,35932.386937
"551",2020-07-09,353.048,0.0075,0,-0.104628740482815,0,0,0,-0.104628740482815,0,0,0,26.6245002746582,4.46339988708496,4.83599996566772,1740.65286950812,0.0025,35780.395244
"552",2020-07-12,353.144,0.0075,0,0,0,0,0,0,0,0,0,26.654899597168,4.46610021591187,4.74249982833862,1740.65286950812,0.0025,35780.395244
"553",2020-07-13,355.079,0.0075,0,0,0,0,0,0,0,0,0,26.6595993041992,4.48940992355347,4.84019994735718,1739.54647501454,0.0025,35335.864835
"554",2020-07-14,354.891,0.0075,0,0,0,0,0,0,0,0,0,26.6434993743896,4.47192001342773,4.84100008010864,1713.8794410812,0.0025,35091.721442
"555",2020-07-15,353.393,0.0075,0,0,0,0,0,0,0,0,0,26.6515007019043,4.47559976577759,4.84100008010864,1738.95280775635,0.0025,35371.884154
"556",2020-07-16,353.683,0.0075,0,0,0,0,0,0,0,0,0,26.6700000762939,4.47760009765625,4.84009981155396,1738.81388900324,0.0025,35229.084572
"557",2020-07-19,352.816,0.0075,0,0,0,0,0,0,0,0,0,26.6236991882324,4.47513008117676,4.84060001373291,1738.81388900324,0.0025,35229.084572
"558",2020-07-20,351.816,0.0075,0,0,0,0,0,0,0,0,0,26.6079998016357,4.45458984375,4.83820009231567,1760.92670386877,0.0025,35181.691983
"559",2020-07-21,349.999,0.0075,0,0,0,0,0,0,0,0,0,26.3143997192383,4.4315299987793,4.83850002288818,1771.92961960944,0.0025,35488.151212
"560",2020-07-22,347.785,0.006,0,0,0,0,0,0,0,0,0,26.3433990478516,4.4203200340271,4.832200050354,1764.82345318983,0.0025,35436.391421
"561",2020-07-23,346.149,0.006,0,0,-0.0147911199746886,0,0,0,-0.0147911199746886,0,0,26.2926006317139,4.40409994125366,4.83010005950928,1768.00131769338,0.0025,35571.718735
"562",2020-07-26,345.817,0.006,0,0,0,0,0,0,0,0,0,26.2345008850098,4.40345001220703,4.82670021057129,1768.00131769338,0.0025,35571.718735
"563",2020-07-27,345.824,0.006,0,0,0,0,0,0,0,0,0,26.1464004516602,4.39016008377075,4.82569980621338,1762.87437274961,0.0025,34979.40818
"564",2020-07-28,346.666,0.006,0,0,0,0,0,0,0,0,0,26.2637996673584,4.41067981719971,4.83109998703003,1752.88342731176,0.0025,34754.080393
"565",2020-07-29,345.08,0.006,0,0,0,0,0,0,0,0,0,26.1963005065918,4.40256023406982,4.83279991149902,1751.4710591132,0.0025,34917.012599
"566",2020-07-30,344.77,0.006,0,0,0,0,0,0,0,0,0,26.2124996185303,4.40460014343262,4.83010005950928,1708.9689792859,0.0025,34797.241143
"567",2020-08-02,344.029,0.006,0,0,0,0,0,0,0,0,0,26.2383995056152,4.42167997360229,4.82929992675781,1708.9689792859,0.0025,34797.241143
"568",2020-08-03,344.229,0.006,0,0,0,0,0,0,0,0,0,26.2583999633789,4.40799999237061,4.83120012283325,1728.22497514402,0.0025,34620.249627
"569",2020-08-04,345.908,0.006,0,0,0,0,0,0,0,0,0,26.1051006317139,4.39600992202759,4.83059978485107,1741.69413801908,0.0025,34407.202128
"570",2020-08-05,344.609,0.006,0,0,0,0,0,0,0,0,0,26.0685005187988,4.39869022369385,4.83209991455078,1766.07804358099,0.0025,35103.391325
"571",2020-08-06,346.01,0.006,0,0,0,0,0,0,0,0,0,26.3071002960205,4.41309976577759,4.83519983291626,1759.77751971084,0.0025,35427.820558
"572",2020-08-09,345.905,0.006,0,0,0,0,0,0,0,0,0,26.2950992584229,4.40950012207031,4.8358998298645,1759.77751971084,0.0025,35427.820558
"573",2020-08-10,344.465,0.006,0,0,0,0,0,0,0,0,0,26.1795997619629,4.39776992797852,4.83010005950928,1785.56343625435,0.0025,36302.77696
"574",2020-08-11,344.577,0.006,0,0,0,0,0,0,0,0,0,26.1473999023438,4.40471982955933,4.83109998703003,1805.55760206139,0.0025,36363.825032
"575",2020-08-12,344.963,0.006,0,0,0,0,0,0,0,0,0,26.1177005767822,4.39799976348877,4.83099985122681,1816.49382821334,0.0025,36785.275428
"576",2020-08-13,344.977,0.006,0,0,0,0,0,0,0,0,0,26.1226005554199,4.39704990386963,4.83090019226074,1803.72385701579,0.0025,36756.82239
"577",2020-08-16,345.877,0.006,0,0,0,0,0,0,0,0,0,26.1229991912842,4.3951997756958,4.83249998092651,1803.72385701579,0.0025,36756.82239
"578",2020-08-17,348.632,0.006,0,0,0,0,0,0,0,0,0,26.1271991729736,4.39566993713379,4.83059978485107,1792.47870797226,0.0025,36533.571549
"579",2020-08-18,348.446,0.006,0,0,0,0,0,0,0,0,0,26.0926990509033,4.37591981887817,4.83500003814697,1777.96292164151,0.0025,36180.737812
"580",2020-08-19,348.616,0.006,0,0,0,0,0,0,0,0,0,26.0832004547119,4.3989200592041,4.83900022506714,1767.61385512811,0.0025,36043.56398
"581",2020-08-20,348.187,0.006,0,0,0,0,0,0,0,0,0,26.020299911499,4.37779998779297,4.83620023727417,1767.61385512811,0.0025,36043.56398
"582",2020-08-23,349.787,0.006,0,0,0,0,0,0,0,0,0,26.0543003082275,4.40829992294312,4.83820009231567,1767.61385512811,0.0025,36043.56398
"583",2020-08-24,351.557,0.006,0,0,0,0,0,0,0,0,0,26.0727996826172,4.3914098739624,4.83699989318848,1773.3924775316,0.0025,35994.832856
"584",2020-08-25,352.365,0.006,0,0,0,0,0,0,0,0,0,26.1478996276855,4.39603996276855,4.83629989624023,1764.62697844082,0.0025,35593.66555
"585",2020-08-26,355.291,0.006,0,0,0,0,0,0,0,0,0,26.2504005432129,4.40940999984741,4.8351001739502,1777.66430645811,0.0025,35915.81493
"586",2020-08-27,355.836,0.006,0,0,0,0,0,0,0,0,0,26.2665996551514,4.40609979629517,4.83820009231567,1777.01378935476,0.0025,35470.361497
"587",2020-08-30,353.545,0.006,0,0,0,0,0,0,0,0,0,26.0848007202148,4.38250017166138,4.83659982681274,1777.01378935476,0.0025,35470.361497
"588",2020-08-31,354.969,0.006,0,0,0,0,0,0,0,0,0,26.2511005401611,4.39564990997314,4.83640003204346,1755.77323393495,0.0025,34851.290601
"589",2020-09-01,355.523,0.006,0,0,0,0,0,0,0,0,0,26.2318992614746,4.38629007339478,4.83780002593994,1748.3684853485,0.0025,34499.901248
"590",2020-09-02,357.731,0.006,0,0,0,0,0,0,0,0,0,26.2994003295898,4.40919017791748,4.84100008010864,1745.9671122401,0.0025,34423.703127
"591",2020-09-03,358.445,0.006,0,0,0,0,0,0,0,0,0,26.3904991149902,4.43459987640381,4.84800004959106,1736.96045108709,0.0025,34778.202816
"592",2020-09-06,360.011,0.006,0,0,0,0,0,0,0,0,0,26.4596004486084,4.4556999206543,4.85139989852905,1736.96045108709,0.0025,34778.202816
"593",2020-09-07,359.423,0.006,0,0,0,0,0,0,0,0,0,26.4703006744385,4.42969989776611,4.8491997718811,1745.26497009257,0.0025,35047.87929
"594",2020-09-08,357.079,0.006,0,0,0,0,0,0,0,0,0,26.4976997375488,4.44619989395142,4.8572998046875,1726.14442591755,0.0025,35037.611445
"595",2020-09-09,356.617,0.006,0,0,0,0,0,0,0,0,0,26.4785995483398,4.43529987335205,4.85430002212524,1744.67584858518,0.0025,35142.744406
"596",2020-09-10,357.238,0.006,0,0,0,0,0,0,0,0,0,26.5650005340576,4.45050001144409,4.85620021820068,1740.61969384844,0.0025,34858.026937
"597",2020-09-13,357.06,0.006,0,0,0,0,0,0,0,0,0,26.5559997558594,4.4439001083374,4.85510015487671,1740.61969384844,0.0025,34858.026937
"598",2020-09-14,357.037,0.006,0,0,0,0,0,0,0,0,0,26.6294994354248,4.44159984588623,4.85400009155273,1742.93687381381,0.0025,35004.236902
"599",2020-09-15,357.552,0.006,0,0,0,0,0,0,0,0,0,26.7492008209229,4.45050001144409,4.85519981384277,1725.91140600573,0.0025,34248.860482
"600",2020-09-16,358.908,0.006,0,0,0,0,0,0,0,0,0,26.6965007781982,4.44509983062744,4.85470008850098,1714.93712690875,0.0025,34147.588373
"601",2020-09-17,360.299,0.006,0,0,0,0,-0.00026049264727134,0,0,0,-0.00026049264727134,26.7019004821777,4.45076990127563,4.85599994659424,1702.37152770897,0.0025,33886.78553
"602",2020-09-20,360.023,0.006,0,0,0,0,0,0,0,0,0,26.7206993103027,4.45009994506836,4.85550022125244,1702.37152770897,0.0025,33886.78553
"603",2020-09-21,361.806,0.006,0,0,0,0,0,0,0,0,0,27.093599319458,4.49025011062622,4.85589981079102,1607.51567637581,0.0025,32223.202019
"604",2020-09-22,362.708,0.006,0,0,0,0,0,0,0,0,0,26.9008007049561,4.48240995407104,4.85860013961792,1622.45551269131,0.0025,32296.741968
"605",2020-09-23,364.902,0.006,0,0,0,0,0,0,0,0,0,26.9657001495361,4.51134014129639,4.8685998916626,1614.64445145653,0.0025,32515.391855
"606",2020-09-24,362.206,0.006,0,0,0,0,0,0,0,0,0,27.095100402832,4.54678010940552,4.87489986419678,1589.92088399875,0.0025,31898.005769
"607",2020-09-27,363.005,0.006,0,0,0,0,0,0,0,0,0,27.1117992401123,4.55089998245239,4.87270021438599,1589.92088399875,0.0025,31898.005769
"608",2020-09-28,365.634,0.006,0,0,0,0,0,0,0,0,0,27.1970996856689,4.58541011810303,4.87120008468628,1620.39322531492,0.0025,33150.261468
"609",2020-09-29,364.934,0.006,0,0,0,0,0,0,0,0,0,27.1693992614746,4.52730989456177,4.86819982528687,1613.59487524351,0.0025,32677.723379
"610",2020-09-30,363.118,0.006,0,0,0,0,0,0,0,0,0,27.0470008850098,4.53000020980835,4.87109994888306,1620.54471030413,0.0025,32923.527489
"611",2020-10-01,358.424,0.006,0,0,0,0,0,0,0,0,0,26.8348007202148,4.47639989852905,4.87209987640381,1621.81847554658,0.0025,33657.705467
"612",2020-10-04,358.385,0.006,0,0,0,0,0,0,0,0,0,27.1051006317139,4.49071979522705,4.8649001121521,1621.81847554658,0.0025,33657.705467
"613",2020-10-05,360.625,0.006,0,0,0,0,0,0,0,0,0,27.0870990753174,4.49226999282837,4.87290000915527,1628.6030374217,0.0025,33468.105692
"614",2020-10-06,360.344,0.006,0,0,0,0,0,0,0,0,0,27.025899887085,4.48718976974487,4.87200021743774,1644.51856981332,0.0025,33651.551497
"615",2020-10-07,358.67,0.006,0,0,0,0,0,0,0,0,0,27.078800201416,4.478600025177,4.87169981002808,1640.10255906463,0.0025,33561.052356
"616",2020-10-08,357.006,0.006,0,0,0,0,0,0,0,0,0,27.1748008728027,4.48210000991821,4.86920022964478,1635.09705163418,0.0025,33697.938581
"617",2020-10-11,355.844,0.006,0,0,0,0,0,0,0,0,0,27.0382995605469,4.46269989013672,4.86789989471436,1635.09705163418,0.0025,33697.938581
"618",2020-10-12,357.235,0.006,0,0,0.179051958090979,0,0,0,0.179051958090979,0,0,27.1590003967285,4.45468997955322,4.86969995498657,1614.39931576222,0.0025,33097.014569
"619",2020-10-13,361.409,0.006,0,0,0,0,0,0,0,0,0,27.3518009185791,4.49132013320923,4.87319993972778,1600.31293669025,0.0025,33322.710205
"620",2020-10-14,363.139,0.006,0,0,0,0,0,0,0,0,0,27.2609004974365,4.51187992095947,4.87309980392456,1602.42148335456,0.0025,33496.67205
"621",2020-10-15,364.32,0.006,0,0,0,0,0,0,0,0,0,27.3169002532959,4.53980016708374,4.87340021133423,1561.72588519046,0.0025,33061.274066
"622",2020-10-18,364.01,0.006,0,0,0,0,0,0,0,0,0,27.282600402832,4.54209995269775,4.87470006942749,1561.72588519046,0.0025,33061.274066
"623",2020-10-19,364.538,0.006,0,0,0,0,0,0,0,0,0,27.2290000915527,4.56909990310669,4.87349987030029,1579.79814495077,0.0025,33596.793223
"624",2020-10-20,362.754,0.006,0,0,0,0,0,0,0,0,0,27.1315002441406,4.55983018875122,4.87249994277954,1581.44437935862,0.0025,33700.781136
"625",2020-10-21,363.14,0.006,0,0,0,0,0,0,0,0,0,27.1826992034912,4.56790018081665,4.87200021743774,1570.11825211322,0.0025,33696.731918
"626",2020-10-22,364.021,0.006,0,0,0,0,0,0,0,0,0,27.1916007995605,4.57143020629883,4.8713002204895,1566.78920958401,0.0025,33655.096903
"627",2020-10-26,364.746,0.006,0,0,0,0,0,0,0,0,0,27.1923007965088,4.56496000289917,4.87150001525879,1548.78820555056,0.0025,33012.624379
"628",2020-10-27,364.687,0.006,0,0,0,0,0,0,0,0,0,27.2808990478516,4.57653999328613,4.87069988250732,1546.14759223251,0.0025,32992.690695
"629",2020-10-28,364.943,0.006,0,0,0,0,0,0,0,0,0,27.3055000305176,4.58480978012085,4.87290000915527,1498.86267388511,0.0025,32106.77635
"630",2020-10-29,368.071,0.006,0,0,0,0,0,0,0,0,0,27.4328002929688,4.62945985794067,4.87340021133423,1487.638019927,0.0025,32047.678872
"631",2020-10-30,367.544,0.006,0,0,0,0,0,0,0,0,0,27.3514995574951,4.62190008163452,4.87190008163452,1487.51754489559,0.0025,32279.165091
"632",2020-11-02,366.276,0.006,0,0,0,0,0,0,0,0,0,27.2441005706787,4.60677003860474,4.86229991912842,1519.19373466021,0.0025,33077.545583
"633",2020-11-03,366.219,0.006,0,0,0,0,0,0,0,0,0,27.101900100708,4.59978008270264,4.86199998855591,1581.46360612022,0.0025,33834.4274534677
"634",2020-11-04,362.869,0.006,0,0,0,0,0,0,0,0,0,26.8349990844727,4.53958988189697,4.86229991912842,1593.28203165024,0.0025,34774.717295
"635",2020-11-05,362.575,0.006,0,0,0,0,0,0,0,0,0,26.8311004638672,4.53394985198975,4.86350011825562,1620.79017061773,0.0025,35264.980113
