variable,sample_idx,pct_change,prediction
Y_-1,117,-0.08000000000000002,380.1592
Y_-1,118,-0.08000000000000002,378.5281
Y_-1,119,-0.08000000000000002,379.3978
Y_-1,120,-0.08000000000000002,381.04825
Y_-1,121,-0.08000000000000002,381.3113
Y_-1,122,-0.08000000000000002,381.03726
Y_-1,123,-0.08000000000000002,383.00986
Y_-1,124,-0.08000000000000002,383.02213
Y_-1,125,-0.08000000000000002,381.82587
Y_-1,126,-0.08000000000000002,381.6138
Y_-1,127,-0.08000000000000002,382.20224
Y_-1,128,-0.08000000000000002,379.68845
Y_-1,129,-0.08000000000000002,379.03564
Y_-1,130,-0.08000000000000002,378.67645
Y_-1,131,-0.08000000000000002,378.12247
Y_-1,132,-0.08000000000000002,377.68924
Y_-1,133,-0.08000000000000002,377.9678
Y_-1,134,-0.08000000000000002,378.32974
Y_-1,135,-0.08000000000000002,381.63596
Y_-1,136,-0.08000000000000002,383.0579
Y_-1,137,-0.08000000000000002,382.2548
Y_-1,138,-0.08000000000000002,381.0256
Y_-1,139,-0.08000000000000002,379.06357
Y_-1,140,-0.08000000000000002,378.85568
Y_-1,141,-0.08000000000000002,379.1799
Y_-1,142,-0.08000000000000002,379.4678
Y_-1,143,-0.08000000000000002,380.0176
Y_-1,144,-0.08000000000000002,379.38278
Y_-1,145,-0.08000000000000002,381.2859
Y_-1,146,-0.08000000000000002,383.07318
Y_-1,147,-0.08000000000000002,384.06204
Y_-1,148,-0.08000000000000002,383.10495
Y_-1,149,-0.08000000000000002,382.6683
Y_-1,150,-0.08000000000000002,382.18237
Y_-1,151,-0.08000000000000002,381.36295
Y_-1,152,-0.08000000000000002,381.04202
Y_-1,153,-0.08000000000000002,380.68008
Y_-1,154,-0.08000000000000002,379.7466
Y_-1,155,-0.08000000000000002,380.88562
Y_-1,156,-0.08000000000000002,381.17902
Y_-1,157,-0.08000000000000002,379.8212
Y_-1,158,-0.08000000000000002,380.06503
Y_-1,159,-0.08000000000000002,379.43924
Y_-1,160,-0.08000000000000002,378.5847
Y_-1,161,-0.08000000000000002,376.71823
Y_-1,162,-0.08000000000000002,377.10028
Y_-1,163,-0.08000000000000002,376.40976
Y_-1,164,-0.08000000000000002,377.02145
Y_-1,165,-0.08000000000000002,375.65988
Y_-1,166,-0.08000000000000002,376.94382
Y_-1,167,-0.08000000000000002,377.4471
Y_-1,168,-0.08000000000000002,376.16257
Y_-1,169,-0.08000000000000002,375.17172
Y_-1,170,-0.08000000000000002,373.97794
Y_-1,171,-0.08000000000000002,373.34525
Y_-1,172,-0.08000000000000002,373.1154
Y_-1,173,-0.08000000000000002,372.4432
Y_-1,174,-0.08000000000000002,371.45114
Y_-1,0,-0.07000000000000002,369.57462
Y_-1,1,-0.07000000000000002,371.41254
Y_-1,2,-0.07000000000000002,372.35196
Y_-1,3,-0.07000000000000002,370.22336
Y_-1,4,-0.07000000000000002,368.59726
Y_-1,5,-0.07000000000000002,370.52115
Y_-1,6,-0.07000000000000002,371.1265
Y_-1,7,-0.07000000000000002,370.55923
Y_-1,8,-0.07000000000000002,369.51276
Y_-1,9,-0.07000000000000002,370.15677
Y_-1,10,-0.07000000000000002,371.1807
Y_-1,11,-0.07000000000000002,370.75467
Y_-1,12,-0.07000000000000002,369.3157
Y_-1,13,-0.07000000000000002,369.18845
Y_-1,14,-0.07000000000000002,369.22345
Y_-1,15,-0.07000000000000002,369.3447
Y_-1,16,-0.07000000000000002,367.66556
Y_-1,17,-0.07000000000000002,367.12253
Y_-1,18,-0.07000000000000002,369.0098
Y_-1,19,-0.07000000000000002,368.45926
Y_-1,20,-0.07000000000000002,367.9042
Y_-1,21,-0.07000000000000002,368.1138
Y_-1,22,-0.07000000000000002,366.8124
Y_-1,23,-0.07000000000000002,365.9644
Y_-1,24,-0.07000000000000002,366.7438
Y_-1,25,-0.07000000000000002,365.75406
Y_-1,26,-0.07000000000000002,365.49594
Y_-1,27,-0.07000000000000002,365.33545
Y_-1,28,-0.07000000000000002,364.33374
Y_-1,29,-0.07000000000000002,365.08957
Y_-1,30,-0.07000000000000002,367.86902
Y_-1,31,-0.07000000000000002,366.99387
Y_-1,32,-0.07000000000000002,365.56094
Y_-1,33,-0.07000000000000002,367.66507
Y_-1,34,-0.07000000000000002,369.46866
Y_-1,35,-0.07000000000000002,368.40964
Y_-1,36,-0.07000000000000002,370.4106
Y_-1,37,-0.07000000000000002,371.92337
Y_-1,38,-0.07000000000000002,370.7941
Y_-1,39,-0.07000000000000002,372.06454
Y_-1,40,-0.07000000000000002,371.62332
Y_-1,41,-0.07000000000000002,370.36356
Y_-1,42,-0.07000000000000002,368.74405
Y_-1,43,-0.07000000000000002,368.42123
Y_-1,44,-0.07000000000000002,367.91507
Y_-1,45,-0.07000000000000002,369.43945
Y_-1,46,-0.07000000000000002,369.81784
Y_-1,47,-0.07000000000000002,369.1837
Y_-1,48,-0.07000000000000002,368.5643
Y_-1,49,-0.07000000000000002,367.63834
Y_-1,50,-0.07000000000000002,366.82126
Y_-1,51,-0.07000000000000002,367.8754
Y_-1,52,-0.07000000000000002,367.92776
Y_-1,53,-0.07000000000000002,368.66104
Y_-1,54,-0.07000000000000002,367.4533
Y_-1,55,-0.07000000000000002,368.05255
Y_-1,56,-0.07000000000000002,367.298
Y_-1,57,-0.07000000000000002,367.28323
Y_-1,58,-0.07000000000000002,367.1163
Y_-1,59,-0.07000000000000002,368.21973
Y_-1,60,-0.07000000000000002,367.52206
Y_-1,61,-0.07000000000000002,367.71628
Y_-1,62,-0.07000000000000002,368.2263
Y_-1,63,-0.07000000000000002,370.87766
Y_-1,64,-0.07000000000000002,371.08835
Y_-1,65,-0.07000000000000002,370.139
Y_-1,66,-0.07000000000000002,369.67242
Y_-1,67,-0.07000000000000002,369.30624
Y_-1,68,-0.07000000000000002,368.80045
Y_-1,69,-0.07000000000000002,368.9572
Y_-1,70,-0.07000000000000002,368.7594
Y_-1,71,-0.07000000000000002,368.60745
Y_-1,72,-0.07000000000000002,367.57916
Y_-1,73,-0.07000000000000002,369.012
Y_-1,74,-0.07000000000000002,368.7606
Y_-1,75,-0.07000000000000002,369.4296
Y_-1,76,-0.07000000000000002,370.0889
Y_-1,77,-0.07000000000000002,370.91263
Y_-1,78,-0.07000000000000002,371.0624
Y_-1,79,-0.07000000000000002,371.97635
Y_-1,80,-0.07000000000000002,373.96826
Y_-1,81,-0.07000000000000002,375.40628
Y_-1,82,-0.07000000000000002,375.0781
Y_-1,83,-0.07000000000000002,375.6624
Y_-1,84,-0.07000000000000002,373.3939
Y_-1,85,-0.07000000000000002,373.00006
Y_-1,86,-0.07000000000000002,374.99643
Y_-1,87,-0.07000000000000002,375.29794
Y_-1,88,-0.07000000000000002,374.59024
Y_-1,89,-0.07000000000000002,374.0087
Y_-1,90,-0.07000000000000002,375.00992
Y_-1,91,-0.07000000000000002,374.0969
Y_-1,92,-0.07000000000000002,374.39548
Y_-1,93,-0.07000000000000002,375.19037
Y_-1,94,-0.07000000000000002,374.2833
Y_-1,95,-0.07000000000000002,376.78653
Y_-1,96,-0.07000000000000002,376.80783
Y_-1,97,-0.07000000000000002,377.32306
Y_-1,98,-0.07000000000000002,377.6179
Y_-1,99,-0.07000000000000002,378.80185
Y_-1,100,-0.07000000000000002,381.10312
Y_-1,101,-0.07000000000000002,381.7219
Y_-1,102,-0.07000000000000002,380.84238
Y_-1,103,-0.07000000000000002,381.28726
Y_-1,104,-0.07000000000000002,381.33475
Y_-1,105,-0.07000000000000002,382.48074
Y_-1,106,-0.07000000000000002,378.20786
Y_-1,107,-0.07000000000000002,380.13828
Y_-1,108,-0.07000000000000002,383.0798
Y_-1,109,-0.07000000000000002,383.831
Y_-1,110,-0.07000000000000002,381.02347
Y_-1,111,-0.07000000000000002,379.76035
Y_-1,112,-0.07000000000000002,380.37534
Y_-1,113,-0.07000000000000002,379.69772
Y_-1,114,-0.07000000000000002,381.38538
Y_-1,115,-0.07000000000000002,382.74887
Y_-1,116,-0.07000000000000002,383.861
Y_-1,117,-0.07000000000000002,384.09775
Y_-1,118,-0.07000000000000002,382.4486
Y_-1,119,-0.07000000000000002,383.3257
Y_-1,120,-0.07000000000000002,384.99606
Y_-1,121,-0.07000000000000002,385.26096
Y_-1,122,-0.07000000000000002,384.98062
Y_-1,123,-0.07000000000000002,386.98288
Y_-1,124,-0.07000000000000002,386.99258
Y_-1,125,-0.07000000000000002,385.7737
Y_-1,126,-0.07000000000000002,385.51877
Y_-1,127,-0.07000000000000002,386.15323
Y_-1,128,-0.07000000000000002,383.6091
Y_-1,129,-0.07000000000000002,382.95264
Y_-1,130,-0.07000000000000002,382.58987
Y_-1,131,-0.07000000000000002,382.02872
Y_-1,132,-0.07000000000000002,381.59122
Y_-1,133,-0.07000000000000002,381.87375
Y_-1,134,-0.07000000000000002,382.23898
Y_-1,135,-0.07000000000000002,385.57822
Y_-1,136,-0.07000000000000002,387.02283
Y_-1,137,-0.07000000000000002,386.2114
Y_-1,138,-0.07000000000000002,384.96042
Y_-1,139,-0.07000000000000002,382.97855
Y_-1,140,-0.07000000000000002,382.7692
Y_-1,141,-0.07000000000000002,383.098
Y_-1,142,-0.07000000000000002,383.38974
Y_-1,143,-0.07000000000000002,383.94553
Y_-1,144,-0.07000000000000002,383.30325
Y_-1,145,-0.07000000000000002,385.22733
Y_-1,146,-0.07000000000000002,387.0414
Y_-1,147,-0.07000000000000002,388.04437
Y_-1,148,-0.07000000000000002,387.0754
Y_-1,149,-0.07000000000000002,386.62775
Y_-1,150,-0.07000000000000002,386.13507
Y_-1,151,-0.07000000000000002,385.30783
Y_-1,152,-0.07000000000000002,384.98166
Y_-1,153,-0.07000000000000002,384.61343
Y_-1,154,-0.07000000000000002,383.6711
Y_-1,155,-0.07000000000000002,384.8217
Y_-1,156,-0.07000000000000002,385.11633
Y_-1,157,-0.07000000000000002,383.74197
Y_-1,158,-0.07000000000000002,383.98257
Y_-1,159,-0.07000000000000002,383.3481
Y_-1,160,-0.07000000000000002,382.48557
Y_-1,161,-0.07000000000000002,380.6072
Y_-1,162,-0.07000000000000002,380.98868
Y_-1,163,-0.07000000000000002,380.29474
Y_-1,164,-0.07000000000000002,380.9091
Y_-1,165,-0.07000000000000002,379.5444
Y_-1,166,-0.07000000000000002,380.83633
Y_-1,167,-0.07000000000000002,381.33908
Y_-1,168,-0.07000000000000002,380.04626
Y_-1,169,-0.07000000000000002,379.05014
Y_-1,170,-0.07000000000000002,377.85474
Y_-1,171,-0.07000000000000002,377.21515
Y_-1,172,-0.07000000000000002,376.98166
Y_-1,173,-0.07000000000000002,376.30582
Y_-1,174,-0.07000000000000002,375.31003
Y_-1,0,-0.060000000000000026,373.39365
Y_-1,1,-0.060000000000000026,375.2499
Y_-1,2,-0.060000000000000026,376.1929
Y_-1,3,-0.060000000000000026,374.0482
Y_-1,4,-0.060000000000000026,372.4037
Y_-1,5,-0.060000000000000026,374.3461
Y_-1,6,-0.060000000000000026,374.95648
Y_-1,7,-0.060000000000000026,374.38263
Y_-1,8,-0.060000000000000026,373.3279
Y_-1,9,-0.060000000000000026,373.97824
Y_-1,10,-0.060000000000000026,375.00894
Y_-1,11,-0.060000000000000026,374.58017
Y_-1,12,-0.060000000000000026,373.12656
Y_-1,13,-0.060000000000000026,372.99713
Y_-1,14,-0.060000000000000026,373.03207
Y_-1,15,-0.060000000000000026,373.15402
Y_-1,16,-0.060000000000000026,371.4537
Y_-1,17,-0.060000000000000026,370.89963
Y_-1,18,-0.060000000000000026,372.8128
Y_-1,19,-0.060000000000000026,372.2545
Y_-1,20,-0.060000000000000026,371.69205
Y_-1,21,-0.060000000000000026,371.90512
Y_-1,22,-0.060000000000000026,370.58414
Y_-1,23,-0.060000000000000026,369.7212
Y_-1,24,-0.060000000000000026,370.51675
Y_-1,25,-0.060000000000000026,369.5085
Y_-1,26,-0.060000000000000026,369.24527
Y_-1,27,-0.060000000000000026,369.08075
Y_-1,28,-0.060000000000000026,368.0527
Y_-1,29,-0.060000000000000026,368.82474
Y_-1,30,-0.060000000000000026,371.6564
Y_-1,31,-0.060000000000000026,370.7686
Y_-1,32,-0.060000000000000026,369.30624
Y_-1,33,-0.060000000000000026,371.48575
Y_-1,34,-0.060000000000000026,373.2753
Y_-1,35,-0.060000000000000026,372.20633
Y_-1,36,-0.060000000000000026,374.22858
Y_-1,37,-0.060000000000000026,375.75436
Y_-1,38,-0.060000000000000026,374.61765
Y_-1,39,-0.060000000000000026,375.89914
Y_-1,40,-0.060000000000000026,375.45462
Y_-1,41,-0.060000000000000026,374.184
Y_-1,42,-0.060000000000000026,372.54684
Y_-1,43,-0.060000000000000026,372.21957
Y_-1,44,-0.060000000000000026,371.7067
Y_-1,45,-0.060000000000000026,373.24857
Y_-1,46,-0.060000000000000026,373.63025
Y_-1,47,-0.060000000000000026,372.99002
Y_-1,48,-0.060000000000000026,372.36392
Y_-1,49,-0.060000000000000026,371.42764
Y_-1,50,-0.060000000000000026,370.592
Y_-1,51,-0.060000000000000026,371.66693
Y_-1,52,-0.060000000000000026,371.7208
Y_-1,53,-0.060000000000000026,372.46414
Y_-1,54,-0.060000000000000026,371.24
Y_-1,55,-0.060000000000000026,371.84683
Y_-1,56,-0.060000000000000026,371.0822
Y_-1,57,-0.060000000000000026,371.0671
Y_-1,58,-0.060000000000000026,370.89673
Y_-1,59,-0.060000000000000026,372.01694
Y_-1,60,-0.060000000000000026,371.3107
Y_-1,61,-0.060000000000000026,371.50708
Y_-1,62,-0.060000000000000026,372.02316
Y_-1,63,-0.060000000000000026,374.7009
Y_-1,64,-0.060000000000000026,374.9141
Y_-1,65,-0.060000000000000026,373.9568
Y_-1,66,-0.060000000000000026,373.48514
Y_-1,67,-0.060000000000000026,373.11478
Y_-1,68,-0.060000000000000026,372.60403
Y_-1,69,-0.060000000000000026,372.76157
Y_-1,70,-0.060000000000000026,372.56198
Y_-1,71,-0.060000000000000026,372.4083
Y_-1,72,-0.060000000000000026,371.36563
Y_-1,73,-0.060000000000000026,372.81583
Y_-1,74,-0.060000000000000026,372.56155
Y_-1,75,-0.060000000000000026,373.23773
Y_-1,76,-0.060000000000000026,373.9036
Y_-1,77,-0.060000000000000026,374.73413
Y_-1,78,-0.060000000000000026,374.88522
Y_-1,79,-0.060000000000000026,375.80576
Y_-1,80,-0.060000000000000026,377.81253
Y_-1,81,-0.060000000000000026,379.26086
Y_-1,82,-0.060000000000000026,378.93192
Y_-1,83,-0.060000000000000026,379.51666
Y_-1,84,-0.060000000000000026,377.23422
Y_-1,85,-0.060000000000000026,376.83783
Y_-1,86,-0.060000000000000026,378.84482
Y_-1,87,-0.060000000000000026,379.1487
Y_-1,88,-0.060000000000000026,378.4371
Y_-1,89,-0.060000000000000026,377.85248
Y_-1,90,-0.060000000000000026,378.86447
Y_-1,91,-0.060000000000000026,377.94284
Y_-1,92,-0.060000000000000026,378.24948
Y_-1,93,-0.060000000000000026,379.04477
Y_-1,94,-0.060000000000000026,378.13528
Y_-1,95,-0.060000000000000026,380.6547
Y_-1,96,-0.060000000000000026,380.6771
Y_-1,97,-0.060000000000000026,381.19757
Y_-1,98,-0.060000000000000026,381.4932
Y_-1,99,-0.060000000000000026,382.69113
Y_-1,100,-0.060000000000000026,385.0195
Y_-1,101,-0.060000000000000026,385.6486
Y_-1,102,-0.060000000000000026,384.75677
Y_-1,103,-0.060000000000000026,385.20657
Y_-1,104,-0.060000000000000026,385.2544
Y_-1,105,-0.060000000000000026,386.40756
Y_-1,106,-0.060000000000000026,382.08557
Y_-1,107,-0.060000000000000026,384.0436
Y_-1,108,-0.060000000000000026,387.02463
Y_-1,109,-0.060000000000000026,387.78818
Y_-1,110,-0.060000000000000026,384.93295
Y_-1,111,-0.060000000000000026,383.6534
Y_-1,112,-0.060000000000000026,384.2738
Y_-1,113,-0.060000000000000026,383.5918
Y_-1,114,-0.060000000000000026,385.30142
Y_-1,115,-0.060000000000000026,386.689
Y_-1,116,-0.060000000000000026,387.81894
Y_-1,117,-0.060000000000000026,388.0529
Y_-1,118,-0.060000000000000026,386.37515
Y_-1,119,-0.060000000000000026,387.26477
Y_-1,120,-0.060000000000000026,388.96487
Y_-1,121,-0.060000000000000026,389.23276
Y_-1,122,-0.060000000000000026,388.9441
Y_-1,123,-0.060000000000000026,390.98502
Y_-1,124,-0.060000000000000026,390.99155
Y_-1,125,-0.060000000000000026,389.74387
Y_-1,126,-0.060000000000000026,389.42886
Y_-1,127,-0.060000000000000026,390.12793
Y_-1,128,-0.060000000000000026,387.53934
Y_-1,129,-0.060000000000000026,386.87558
Y_-1,130,-0.060000000000000026,386.50693
Y_-1,131,-0.060000000000000026,385.93442
Y_-1,132,-0.060000000000000026,385.48984
Y_-1,133,-0.060000000000000026,385.77893
Y_-1,134,-0.060000000000000026,386.15
Y_-1,135,-0.060000000000000026,389.54166
Y_-1,136,-0.060000000000000026,391.01526
Y_-1,137,-0.060000000000000026,390.1934
Y_-1,138,-0.060000000000000026,388.91275
Y_-1,139,-0.060000000000000026,386.89938
Y_-1,140,-0.060000000000000026,386.6878
Y_-1,141,-0.060000000000000026,387.02408
Y_-1,142,-0.060000000000000026,387.3212
Y_-1,143,-0.060000000000000026,387.88657
Y_-1,144,-0.060000000000000026,387.23264
Y_-1,145,-0.060000000000000026,389.18887
Y_-1,146,-0.060000000000000026,391.03433
Y_-1,147,-0.060000000000000026,392.05624
Y_-1,148,-0.060000000000000026,391.07413
Y_-1,149,-0.060000000000000026,390.6132
Y_-1,150,-0.060000000000000026,390.1118
Y_-1,151,-0.060000000000000026,389.2738
Y_-1,152,-0.060000000000000026,388.94077
Y_-1,153,-0.060000000000000026,388.5635
Y_-1,154,-0.060000000000000026,387.60736
Y_-1,155,-0.060000000000000026,388.776
Y_-1,156,-0.060000000000000026,389.07285
Y_-1,157,-0.060000000000000026,387.67343
Y_-1,158,-0.060000000000000026,387.91122
Y_-1,159,-0.060000000000000026,387.26352
Y_-1,160,-0.060000000000000026,386.3873
Y_-1,161,-0.060000000000000026,384.48547
Y_-1,162,-0.060000000000000026,384.86804
Y_-1,163,-0.060000000000000026,384.16702
Y_-1,164,-0.060000000000000026,384.78732
Y_-1,165,-0.060000000000000026,383.4139
Y_-1,166,-0.060000000000000026,384.7211
Y_-1,167,-0.060000000000000026,385.22482
Y_-1,168,-0.060000000000000026,383.9162
Y_-1,169,-0.060000000000000026,382.90878
Y_-1,170,-0.060000000000000026,381.7115
Y_-1,171,-0.060000000000000026,381.05917
Y_-1,172,-0.060000000000000026,380.82162
Y_-1,173,-0.060000000000000026,380.14062
Y_-1,174,-0.060000000000000026,379.1415
Y_-1,0,-0.05000000000000003,377.1995
Y_-1,1,-0.05000000000000003,379.06985
Y_-1,2,-0.05000000000000003,380.01328
Y_-1,3,-0.05000000000000003,377.85712
Y_-1,4,-0.05000000000000003,376.20203
Y_-1,5,-0.05000000000000003,378.15408
Y_-1,6,-0.05000000000000003,378.76828
Y_-1,7,-0.05000000000000003,378.18686
Y_-1,8,-0.05000000000000003,377.1279
Y_-1,9,-0.05000000000000003,377.7833
Y_-1,10,-0.05000000000000003,378.81876
Y_-1,11,-0.05000000000000003,378.38867
Y_-1,12,-0.05000000000000003,376.92752
Y_-1,13,-0.05000000000000003,376.7961
Y_-1,14,-0.05000000000000003,376.8298
Y_-1,15,-0.05000000000000003,376.9506
Y_-1,16,-0.05000000000000003,375.24042
Y_-1,17,-0.05000000000000003,374.6868
Y_-1,18,-0.05000000000000003,376.60452
Y_-1,19,-0.05000000000000003,376.0431
Y_-1,20,-0.05000000000000003,375.4771
Y_-1,21,-0.05000000000000003,375.6913
Y_-1,22,-0.05000000000000003,374.36118
Y_-1,23,-0.05000000000000003,373.4921
Y_-1,24,-0.05000000000000003,374.29642
Y_-1,25,-0.05000000000000003,373.27866
Y_-1,26,-0.05000000000000003,373.01236
Y_-1,27,-0.05000000000000003,372.8449
Y_-1,28,-0.05000000000000003,371.80167
Y_-1,29,-0.05000000000000003,372.58386
Y_-1,30,-0.05000000000000003,375.4426
Y_-1,31,-0.05000000000000003,374.54785
Y_-1,32,-0.05000000000000003,373.07114
Y_-1,33,-0.05000000000000003,375.2944
Y_-1,34,-0.05000000000000003,377.07202
Y_-1,35,-0.05000000000000003,375.99887
Y_-1,36,-0.05000000000000003,378.03146
Y_-1,37,-0.05000000000000003,379.56757
Y_-1,38,-0.05000000000000003,378.4258
Y_-1,39,-0.05000000000000003,379.71686
Y_-1,40,-0.05000000000000003,379.26938
Y_-1,41,-0.05000000000000003,377.99072
Y_-1,42,-0.05000000000000003,376.34232
Y_-1,43,-0.05000000000000003,376.01123
Y_-1,44,-0.05000000000000003,375.49536
Y_-1,45,-0.05000000000000003,377.0457
Y_-1,46,-0.05000000000000003,377.42722
Y_-1,47,-0.05000000000000003,376.7836
Y_-1,48,-0.05000000000000003,376.15518
Y_-1,49,-0.05000000000000003,375.2142
Y_-1,50,-0.05000000000000003,374.38733
Y_-1,51,-0.05000000000000003,375.45316
Y_-1,52,-0.05000000000000003,375.50894
Y_-1,53,-0.05000000000000003,376.2571
Y_-1,54,-0.05000000000000003,375.02664
Y_-1,55,-0.05000000000000003,375.63562
Y_-1,56,-0.05000000000000003,374.86667
Y_-1,57,-0.05000000000000003,374.85013
Y_-1,58,-0.05000000000000003,374.67886
Y_-1,59,-0.05000000000000003,375.80658
Y_-1,60,-0.05000000000000003,375.09683
Y_-1,61,-0.05000000000000003,375.29422
Y_-1,62,-0.05000000000000003,375.81238
Y_-1,63,-0.05000000000000003,378.50458
Y_-1,64,-0.05000000000000003,378.7207
Y_-1,65,-0.05000000000000003,377.75845
Y_-1,66,-0.05000000000000003,377.28366
Y_-1,67,-0.05000000000000003,376.91068
Y_-1,68,-0.05000000000000003,376.39688
Y_-1,69,-0.05000000000000003,376.55405
Y_-1,70,-0.05000000000000003,376.35342
Y_-1,71,-0.05000000000000003,376.19894
Y_-1,72,-0.05000000000000003,375.1498
Y_-1,73,-0.05000000000000003,376.60632
Y_-1,74,-0.05000000000000003,376.3524
Y_-1,75,-0.05000000000000003,377.03247
Y_-1,76,-0.05000000000000003,377.7018
Y_-1,77,-0.05000000000000003,378.53766
Y_-1,78,-0.05000000000000003,378.69104
Y_-1,79,-0.05000000000000003,379.61734
Y_-1,80,-0.05000000000000003,381.6411
Y_-1,81,-0.05000000000000003,383.1049
Y_-1,82,-0.05000000000000003,382.7745
Y_-1,83,-0.05000000000000003,383.3606
Y_-1,84,-0.05000000000000003,381.0574
Y_-1,85,-0.05000000000000003,380.65836
Y_-1,86,-0.05000000000000003,382.67957
Y_-1,87,-0.05000000000000003,382.98666
Y_-1,88,-0.05000000000000003,382.26834
Y_-1,89,-0.05000000000000003,381.67963
Y_-1,90,-0.05000000000000003,382.70807
Y_-1,91,-0.05000000000000003,381.77237
Y_-1,92,-0.05000000000000003,382.0936
Y_-1,93,-0.05000000000000003,382.88715
Y_-1,94,-0.05000000000000003,381.97366
Y_-1,95,-0.05000000000000003,384.51895
Y_-1,96,-0.05000000000000003,384.54324
Y_-1,97,-0.05000000000000003,385.0728
Y_-1,98,-0.05000000000000003,385.3704
Y_-1,99,-0.05000000000000003,386.59024
Y_-1,100,-0.05000000000000003,388.95877
Y_-1,101,-0.05000000000000003,389.60165
Y_-1,102,-0.05000000000000003,388.693
Y_-1,103,-0.05000000000000003,389.14987
Y_-1,104,-0.05000000000000003,389.19827
Y_-1,105,-0.05000000000000003,390.36197
Y_-1,106,-0.05000000000000003,385.96744
Y_-1,107,-0.05000000000000003,387.9669
Y_-1,108,-0.05000000000000003,391.00082
Y_-1,109,-0.05000000000000003,391.77814
Y_-1,110,-0.05000000000000003,388.86362
Y_-1,111,-0.05000000000000003,387.56027
Y_-1,112,-0.05000000000000003,388.18936
Y_-1,113,-0.05000000000000003,387.49966
Y_-1,114,-0.05000000000000003,389.24106
Y_-1,115,-0.05000000000000003,390.65933
Y_-1,116,-0.05000000000000003,391.81003
Y_-1,117,-0.05000000000000003,392.04013
Y_-1,118,-0.05000000000000003,390.32913
Y_-1,119,-0.05000000000000003,391.23404
Y_-1,120,-0.05000000000000003,392.9661
Y_-1,121,-0.05000000000000003,393.23642
Y_-1,122,-0.05000000000000003,392.939
Y_-1,123,-0.05000000000000003,395.01382
Y_-1,124,-0.05000000000000003,395.01663
Y_-1,125,-0.05000000000000003,393.74298
Y_-1,126,-0.05000000000000003,393.36157
Y_-1,127,-0.05000000000000003,394.13028
Y_-1,128,-0.05000000000000003,391.49768
Y_-1,129,-0.05000000000000003,390.82486
Y_-1,130,-0.05000000000000003,390.4492
Y_-1,131,-0.05000000000000003,389.86252
Y_-1,132,-0.05000000000000003,389.40836
Y_-1,133,-0.05000000000000003,389.7062
Y_-1,134,-0.05000000000000003,390.08475
Y_-1,135,-0.05000000000000003,393.53427
Y_-1,136,-0.05000000000000003,395.03253
Y_-1,137,-0.05000000000000003,394.2036
Y_-1,138,-0.05000000000000003,392.89462
Y_-1,139,-0.05000000000000003,390.8464
Y_-1,140,-0.05000000000000003,390.63217
Y_-1,141,-0.05000000000000003,390.9778
Y_-1,142,-0.05000000000000003,391.2812
Y_-1,143,-0.05000000000000003,391.85745
Y_-1,144,-0.05000000000000003,391.19016
Y_-1,145,-0.05000000000000003,393.18057
Y_-1,146,-0.05000000000000003,395.0475
Y_-1,147,-0.05000000000000003,396.0864
Y_-1,148,-0.05000000000000003,395.09793
Y_-1,149,-0.05000000000000003,394.62518
Y_-1,150,-0.05000000000000003,394.1169
Y_-1,151,-0.05000000000000003,393.27
Y_-1,152,-0.05000000000000003,392.93048
Y_-1,153,-0.05000000000000003,392.54373
Y_-1,154,-0.05000000000000003,391.57315
Y_-1,155,-0.05000000000000003,392.76086
Y_-1,156,-0.05000000000000003,393.0591
Y_-1,157,-0.05000000000000003,391.63318
Y_-1,158,-0.05000000000000003,391.86746
Y_-1,159,-0.05000000000000003,391.2045
Y_-1,160,-0.05000000000000003,390.31152
Y_-1,161,-0.05000000000000003,388.37686
Y_-1,162,-0.05000000000000003,388.76205
Y_-1,163,-0.05000000000000003,388.05026
Y_-1,164,-0.05000000000000003,388.67996
Y_-1,165,-0.05000000000000003,387.29092
Y_-1,166,-0.05000000000000003,388.62167
Y_-1,167,-0.05000000000000003,389.1279
Y_-1,168,-0.05000000000000003,387.79584
Y_-1,169,-0.05000000000000003,386.76987
Y_-1,170,-0.05000000000000003,385.56668
Y_-1,171,-0.05000000000000003,384.89362
Y_-1,172,-0.05000000000000003,384.65054
Y_-1,173,-0.05000000000000003,383.95987
Y_-1,174,-0.05000000000000003,382.95273
Y_-1,0,-0.040000000000000036,380.9861
Y_-1,1,-0.040000000000000036,382.87686
Y_-1,2,-0.040000000000000036,383.82303
Y_-1,3,-0.040000000000000036,381.64816
Y_-1,4,-0.040000000000000036,379.98032
Y_-1,5,-0.040000000000000036,381.94495
Y_-1,6,-0.040000000000000036,382.56503
Y_-1,7,-0.040000000000000036,381.97208
Y_-1,8,-0.040000000000000036,380.90677
Y_-1,9,-0.040000000000000036,381.56952
Y_-1,10,-0.040000000000000036,382.61386
Y_-1,11,-0.040000000000000036,382.18118
Y_-1,12,-0.040000000000000036,380.71054
Y_-1,13,-0.040000000000000036,380.57663
Y_-1,14,-0.040000000000000036,380.60843
Y_-1,15,-0.040000000000000036,380.7271
Y_-1,16,-0.040000000000000036,379.0084
Y_-1,17,-0.040000000000000036,378.46494
Y_-1,18,-0.040000000000000036,380.37573
Y_-1,19,-0.040000000000000036,379.81247
Y_-1,20,-0.040000000000000036,379.24335
Y_-1,21,-0.040000000000000036,379.45755
Y_-1,22,-0.040000000000000036,378.12125
Y_-1,23,-0.040000000000000036,377.25046
Y_-1,24,-0.040000000000000036,378.06027
