"","Date","eur_close","Fed","MNB","ECB","mean_matolcsy","mean_varga","mean_nagy","mean_kinfo","max_matolcsy","max_varga","max_nagy","max_kinfo"
"73","2018-09-10","324.573","0.0192","0.0090","0.0000","0","0","0","0","0","0","0","0"
"74","2018-09-11","324.263","0.0192","0.0090","0.0000","0","0","0","0","0","0","0","0"
"75","2018-09-12","324.665","0.0192","0.0090","0.0000","0","0","0","0","0","0","0","0"
"76","2018-09-13","323.847","0.0192","0.0090","0.0000","0","0","0","0","0","0","0","0"
"77","2018-09-16","324.466","0.0192","0.0090","0.0000","0","0","0","0","0","0","0","0"
"78","2018-09-17","324.546","0.0192","0.0090","0.0000","0","0","0","0","0","0","0","0"
"79","2018-09-18","323.551","0.0192","0.0090","0.0000","0","0","0","0","0","0","0","0"
"80","2018-09-19","322.900","0.0192","0.0090","0.0000","0","0","0","0","0","0","0","0"
"81","2018-09-20","323.108","0.0192","0.0090","0.0000","0","0","0","0","0","0","0","0"
"82","2018-09-23","323.888","0.0192","0.0090","0.0000","0","0","0","0","0","0","0","0"
"83","2018-09-24","323.186","0.0193","0.0090","0.0000","0","0","0","0","0","0","0","0"
"84","2018-09-25","323.866","0.0193","0.0090","0.0000","0","0","0","0","0","0","0","0"
